genome_id,serovar,pds_cluster,collection_year,period,country,isolation_source
PDT000037335.3,Hadar,PDS000158106.134,2005,before_2016,USA,ground turkey
PDT000037336.3,Bredeney,PDS000060843.14,2005,before_2016,USA,chicken breast
PDT000037898.4,Kentucky,PDS000260145.21,2003,before_2016,USA,chicken breast
PDT000037899.4,Kentucky,PDS000260145.21,2003,before_2016,USA,chicken breast
PDT000037900.3,Berta,PDS000026549.1050,2004,before_2016,USA,ground turkey
PDT000037904.4,Montevideo,PDS000220816.178,2004,before_2016,USA,chicken breast
PDT000037906.4,Schwarzengrund,PDS000032316.11,2004,before_2016,USA,ground turkey
PDT000037907.4,Derby,PDS000004136.77,2004,before_2016,USA,ground turkey
PDT000037908.4,Schwarzengrund,PDS000032316.11,2004,before_2016,USA,ground turkey
PDT000037909.4,Derby,PDS000004136.77,2004,before_2016,USA,ground turkey
PDT000037941.4,Kentucky,PDS000260145.21,2004,before_2016,USA,chicken breast
PDT000037943.3,Berta,PDS000026549.1050,2004,before_2016,USA,ground turkey
PDT000037944.4,Schwarzengrund,PDS000028730.7,2004,before_2016,USA,chicken breast
PDT000037945.4,Senftenberg,PDS000266978.2,2004,before_2016,USA,ground turkey
PDT000037946.3,Hadar,PDS000158107.507,2004,before_2016,USA,chicken breast
PDT000038686.4,Kentucky,PDS000260145.21,2004,before_2016,USA,chicken breast
PDT000038690.4,Schwarzengrund,PDS000032125.4,2004,before_2016,USA,chicken breast
PDT000038694.4,Kentucky,PDS000217831.57,2004,before_2016,USA,chicken breast
PDT000038696.4,Heidelberg,PDS000211943.33,2005,before_2016,USA,chicken breast
PDT000038697.3,Saintpaul,PDS000032619.14,2005,before_2016,USA,ground turkey
PDT000038698.4,Kentucky,PDS000260145.21,2005,before_2016,USA,chicken breast
PDT000038699.3,Hadar,PDS000158107.507,2005,before_2016,USA,chicken breast
PDT000038700.4,Heidelberg,PDS000106159.105,2005,before_2016,USA,ground turkey
PDT000038701.4,Heidelberg,PDS000029759.23,2005,before_2016,USA,ground turkey
PDT000038703.4,Schwarzengrund,PDS000004040.87,2005,before_2016,USA,ground turkey
PDT000038704.4,Heidelberg,PDS000029759.23,2005,before_2016,USA,ground turkey
PDT000038705.3,Hadar,PDS000158106.134,2005,before_2016,USA,ground turkey
PDT000038706.4,Kentucky,PDS000260145.21,2005,before_2016,USA,chicken breast
PDT000038708.4,Kentucky,PDS000260145.21,2005,before_2016,USA,chicken breast
PDT000038709.4,Typhimurium,PDS000242190.101,2005,before_2016,USA,chicken breast
PDT000038710.4,Schwarzengrund,PDS000032316.11,2005,before_2016,USA,ground turkey
PDT000038711.4,Heidelberg,PDS000211943.33,2005,before_2016,USA,chicken breast
PDT000039010.3,Hadar,PDS000158107.507,2004,before_2016,USA,ground turkey
PDT000039011.3,Hadar,PDS000158107.507,2004,before_2016,USA,ground turkey
PDT000039012.3,Hadar,PDS000158107.507,2004,before_2016,USA,ground turkey
PDT000039310.4,Typhimurium,PDS000026746.239,2003,before_2016,USA,chicken breast
PDT000039311.4,Kentucky,PDS000217831.57,2003,before_2016,USA,chicken breast
PDT000039313.4,Typhimurium,PDS000032147.10,2003,before_2016,USA,chicken breast
PDT000039314.4,Typhimurium,PDS000032147.10,2003,before_2016,USA,chicken breast
PDT000039405.4,Kentucky,PDS000260145.21,2005,before_2016,USA,chicken breast
PDT000039406.4,Heidelberg,PDS000106159.105,2005,before_2016,USA,ground turkey
PDT000039407.4,Heidelberg,PDS000106159.105,2005,before_2016,USA,ground turkey
PDT000039408.4,Heidelberg,PDS000029759.23,2005,before_2016,USA,ground turkey
PDT000039409.4,Heidelberg,PDS000029759.23,2005,before_2016,USA,ground turkey
PDT000039410.3,Hadar,PDS000158107.507,2005,before_2016,USA,ground turkey
PDT000039411.4,Heidelberg,PDS000106159.105,2005,before_2016,USA,ground turkey
PDT000039412.4,Kentucky,PDS000260145.21,2005,before_2016,USA,chicken breast
PDT000039413.5,Typhimurium,PDS000272319.1,2005,before_2016,USA,chicken breast
PDT000039414.4,Heidelberg,PDS000029747.12,2005,before_2016,USA,chicken breast
PDT000039415.4,Heidelberg,PDS000211943.33,2005,before_2016,USA,chicken breast
PDT000039416.4,Heidelberg,PDS000029759.23,2005,before_2016,USA,ground turkey
PDT000039417.4,Kentucky,PDS000260145.21,2005,before_2016,USA,chicken breast
PDT000039418.4,Heidelberg,PDS000106159.105,2005,before_2016,USA,ground turkey
PDT000039879.3,Typhimurium,PDS000026825.612,2004,before_2016,USA,chicken breast
PDT000039880.3,Hadar,PDS000158107.507,2004,before_2016,USA,ground turkey
PDT000039881.3,"4,12:i:-",PDS000253288.128,2004,before_2016,USA,chicken breast
PDT000039882.4,Saintpaul,PDS000004383.112,2004,before_2016,USA,ground turkey
PDT000039883.4,Typhimurium,PDS000013824.266,2004,before_2016,USA,chicken breast
PDT000039884.3,"4,12:i:-",PDS000253288.128,2004,before_2016,USA,chicken breast
PDT000039885.3,"4,12:i:-",PDS000253288.128,2004,before_2016,USA,chicken breast
PDT000039886.4,Kentucky,PDS000217831.57,2004,before_2016,USA,chicken breast
PDT000039887.4,Muenchen,PDS000198470.177,2004,before_2016,USA,chicken breast
PDT000039888.4,Saintpaul,PDS000004383.112,2004,before_2016,USA,ground turkey
PDT000039889.3,Typhimurium,PDS000013824.266,2004,before_2016,USA,chicken breast
PDT000039890.4,Typhimurium,PDS000013824.266,2004,before_2016,USA,chicken breast
PDT000039891.4,Typhimurium,PDS000013824.266,2004,before_2016,USA,chicken breast
PDT000039892.3,"4,12:i:-",PDS000253288.128,2004,before_2016,USA,chicken breast
PDT000039893.4,Saintpaul,PDS000004383.112,2004,before_2016,USA,ground turkey
PDT000039894.4,Saintpaul,PDS000004383.112,2004,before_2016,USA,ground turkey
PDT000040286.3,Typhimurium,PDS000013824.266,2004,before_2016,USA,chicken breast
PDT000040287.4,Kentucky,PDS000032124.4,2005,before_2016,USA,chicken breast
PDT000040288.4,Kentucky,PDS000032124.4,2005,before_2016,USA,chicken breast
PDT000040290.4,Typhimurium,PDS000013824.266,2004,before_2016,USA,chicken breast
PDT000040291.4,Typhimurium,PDS000013824.266,2004,before_2016,USA,chicken breast
PDT000040292.4,Typhimurium,PDS000013824.266,2004,before_2016,USA,chicken breast
PDT000040294.3,Hadar,PDS000158107.507,2005,before_2016,USA,chicken breast
PDT000040295.4,Schwarzengrund,PDS000027537.79,2005,before_2016,USA,ground turkey
PDT000040296.4,Kentucky,PDS000032124.4,2005,before_2016,USA,chicken breast
PDT000040298.4,Senftenberg,PDS000158165.18,2005,before_2016,USA,ground turkey
PDT000040299.3,"4,[5],12:i:-",PDS000253288.128,2005,before_2016,USA,chicken breast
PDT000040586.4,Agona,PDS000032130.4,2005,before_2016,USA,ground turkey
PDT000040587.4,Brandenburg,PDS000026782.249,2005,before_2016,USA,ground turkey
PDT000040588.4,Enteritidis,PDS000030237.1756,2005,before_2016,USA,chicken breast
PDT000040589.4,Heidelberg,PDS000106159.105,2005,before_2016,USA,ground turkey
PDT000040590.3,Heidelberg,PDS000031699.3,2005,before_2016,USA,ground turkey
PDT000040591.4,Heidelberg,PDS000106159.105,2005,before_2016,USA,ground turkey
PDT000040592.4,Heidelberg,PDS000106159.105,2005,before_2016,USA,ground turkey
PDT000040593.4,Heidelberg,PDS000106159.105,2005,before_2016,USA,ground turkey
PDT000040594.4,Heidelberg,PDS000211943.33,2005,before_2016,USA,chicken breast
PDT000040595.4,Kentucky,PDS000032531.6,2005,before_2016,USA,chicken breast
PDT000040597.4,Saintpaul,PDS000004383.112,2005,before_2016,USA,ground turkey
PDT000040598.3,Saintpaul,PDS000032619.14,2005,before_2016,USA,ground turkey
PDT000040599.3,Saintpaul,PDS000032619.14,2005,before_2016,USA,ground turkey
PDT000040600.3,Saintpaul,PDS000004385.49,2005,before_2016,USA,ground turkey
PDT000040601.4,Senftenberg,PDS000266616.2,2005,before_2016,USA,ground turkey
PDT000040869.4,Kentucky,PDS000032124.4,2005,before_2016,USA,chicken breast
PDT000040870.4,Kentucky,PDS000032124.4,2005,before_2016,USA,chicken breast
PDT000040934.6,Agona,PDS000214890.285,2005,before_2016,USA,ground turkey
PDT000040935.5,Hadar,PDS000158107.507,2005,before_2016,USA,chicken breast
PDT000040938.6,Kentucky,PDS000004096.15,2005,before_2016,USA,chicken breast
PDT000040939.6,Kentucky,PDS000260145.21,2005,before_2016,USA,chicken breast
PDT000040940.5,Ohio,PDS000003841.4,2005,before_2016,USA,chicken breast
PDT000040941.6,Typhimurium,PDS000272319.1,2005,before_2016,USA,chicken breast
PDT000040942.5,Typhimurium,PDS000026810.253,2005,before_2016,USA,chicken breast
PDT000040944.5,Saintpaul,PDS000004383.112,2005,before_2016,USA,ground turkey
PDT000040945.6,Kentucky,PDS000260145.21,2005,before_2016,USA,chicken breast
PDT000040946.6,Typhimurium,PDS000272319.1,2005,before_2016,USA,chicken breast
PDT000041194.4,Kentucky,PDS000112666.285,2005,before_2016,USA,chicken breast
PDT000041195.3,Panama,PDS000054112.1,2005,before_2016,USA,chicken breast
PDT000041196.4,Newport,PDS000031694.4,2005,before_2016,USA,ground turkey
PDT000041199.4,Schwarzengrund,PDS000027537.79,2005,before_2016,USA,ground turkey
PDT000041200.4,Typhimurium,PDS000026617.787,2005,before_2016,USA,chicken breast
PDT000041201.3,Saintpaul,PDS000032619.14,2005,before_2016,USA,ground turkey
PDT000041202.5,Kentucky,PDS000260145.21,2005,before_2016,USA,chicken breast
PDT000041204.4,Brandenburg,PDS000026782.249,2005,before_2016,USA,ground turkey
PDT000041205.4,Brandenburg,PDS000026782.249,2005,before_2016,USA,ground turkey
PDT000041206.4,Heidelberg,PDS000211943.33,2005,before_2016,USA,chicken breast
PDT000041318.6,Enteritidis,PDS000030237.1756,2005,before_2016,USA,chicken breast
PDT000041320.6,Enteritidis,PDS000030237.1756,2005,before_2016,USA,chicken breast
PDT000041321.6,Heidelberg,PDS000106159.105,2005,before_2016,USA,ground turkey
PDT000041322.5,"4,12:d:-",PDS000217831.57,2005,before_2016,USA,chicken breast
PDT000041323.6,Kentucky,PDS000260145.21,2005,before_2016,USA,chicken breast
PDT000041325.6,Kentucky,PDS000004383.112,2005,before_2016,USA,ground turkey
PDT000041327.5,Saintpaul,PDS000004385.49,2005,before_2016,USA,ground turkey
PDT000041328.5,Saintpaul,PDS000032619.14,2005,before_2016,USA,ground turkey
PDT000041332.5,Thompson,PDS000032705.1749,2005,before_2016,USA,chicken breast
PDT000041651.4,Heidelberg,PDS000106159.105,2003,before_2016,USA,ground turkey
PDT000041652.4,Heidelberg,PDS000106159.105,2003,before_2016,USA,ground turkey
PDT000041653.3,Mbandaka,PDS000233288.49,2003,before_2016,USA,chicken breast
PDT000041654.3,Mbandaka,PDS000233288.49,2003,before_2016,USA,chicken breast
PDT000041655.3,"4,12:r:-",PDS000029759.23,2003,before_2016,USA,ground turkey
PDT000041656.4,Typhimurium,PDS000032147.10,2003,before_2016,USA,chicken breast
PDT000041657.3,Saintpaul,PDS000032619.14,2003,before_2016,USA,ground turkey
PDT000041658.4,Typhimurium,PDS000032147.10,2003,before_2016,USA,chicken breast
PDT000041659.4,Heidelberg,PDS000211943.33,2003,before_2016,USA,chicken breast
PDT000041660.3,Mbandaka,PDS000233288.49,2003,before_2016,USA,chicken breast
PDT000041661.3,Hadar,PDS000158107.507,2003,before_2016,USA,ground turkey
PDT000041662.3,Saintpaul,PDS000032619.14,2003,before_2016,USA,ground turkey
PDT000041663.3,Mbandaka,PDS000233288.49,2003,before_2016,USA,chicken breast
PDT000041664.4,Senftenberg,PDS000002489.96,2003,before_2016,USA,ground turkey
PDT000041665.4,Montevideo,PDS000027859.12,2003,before_2016,USA,ground turkey
PDT000041667.3,Mbandaka,PDS000233288.49,2003,before_2016,USA,chicken breast
PDT000041668.4,Senftenberg,PDS000002489.96,2003,before_2016,USA,ground turkey
PDT000041669.3,Hadar,PDS000158107.507,2003,before_2016,USA,ground turkey
PDT000041670.4,Heidelberg,PDS000106159.105,2003,before_2016,USA,ground turkey
PDT000041671.4,Kentucky,PDS000032139.2,2003,before_2016,USA,chicken breast
PDT000041672.4,Heidelberg,PDS000106159.105,2003,before_2016,USA,ground turkey
PDT000041673.4,Heidelberg,PDS000029759.23,2003,before_2016,USA,ground turkey
PDT000041674.4,Agona,PDS000032130.4,2003,before_2016,USA,ground turkey
PDT000041675.3,"4,[5],12:i:-",PDS000253288.128,2003,before_2016,USA,chicken breast
PDT000041676.4,Heidelberg,PDS000029759.23,2003,before_2016,USA,ground turkey
PDT000041677.4,Montevideo,PDS000027859.12,2003,before_2016,USA,ground turkey
PDT000041678.3,Hadar,PDS000158107.507,2003,before_2016,USA,ground turkey
PDT000041679.3,"4,[5],12:i:-",PDS000253288.128,2003,before_2016,USA,chicken breast
PDT000041680.4,Heidelberg,PDS000029759.23,2003,before_2016,USA,ground turkey
PDT000041682.4,Heidelberg,PDS000106159.105,2003,before_2016,USA,ground turkey
PDT000041683.4,Heidelberg,PDS000211943.33,2003,before_2016,USA,chicken breast
PDT000041684.4,Heidelberg,PDS000106159.105,2003,before_2016,USA,ground turkey
PDT000041685.3,Hadar,PDS000158107.507,2003,before_2016,USA,ground turkey
PDT000041687.4,Heidelberg,PDS000029759.23,2005,before_2016,USA,ground turkey
PDT000041966.4,Heidelberg,PDS000106159.105,2005,before_2016,USA,ground turkey
PDT000041967.3,Newport,PDS000031694.4,2005,before_2016,USA,ground turkey
PDT000041968.4,Heidelberg,PDS000106159.105,2005,before_2016,USA,ground turkey
PDT000041970.3,Saintpaul,PDS000032619.14,2005,before_2016,USA,ground turkey
PDT000041971.4,Typhimurium,PDS000272319.1,2005,before_2016,USA,chicken breast
PDT000041975.3,Hadar,PDS000158107.507,2005,before_2016,USA,chicken breast
PDT000041976.4,Enteritidis,PDS000032668.1889,2005,before_2016,USA,chicken breast
PDT000041977.4,Typhimurium,PDS000032619.14,2005,before_2016,USA,chicken breast
PDT000042153.4,Heidelberg,PDS000106159.105,2005,before_2016,USA,ground turkey
PDT000042154.4,Kentucky,PDS000031695.7,2005,before_2016,USA,chicken breast
PDT000042156.4,Kentucky,PDS000031695.7,2005,before_2016,USA,chicken breast
PDT000042157.4,Enteritidis,PDS000030237.1756,2005,before_2016,USA,chicken breast
PDT000042158.4,Heidelberg,PDS000029759.23,2005,before_2016,USA,ground turkey
PDT000044128.3,Saintpaul,PDS000032145.2,2003,before_2016,USA,ground turkey
PDT000044129.3,Hadar,PDS000158107.507,2003,before_2016,USA,ground turkey
PDT000044130.4,Agona,PDS000028948.87,2003,before_2016,USA,ground turkey
PDT000044131.3,Hadar,PDS000158107.507,2003,before_2016,USA,ground turkey
PDT000044366.4,Kentucky,PDS000217831.57,2005,before_2016,USA,chicken breast
PDT000044367.4,Heidelberg,PDS000029759.23,2005,before_2016,USA,ground turkey
PDT000044368.4,Heidelberg,PDS000106159.105,2005,before_2016,USA,ground turkey
PDT000044369.4,Kentucky,PDS000217831.57,2005,before_2016,USA,chicken breast
PDT000044372.4,Kentucky,PDS000260145.21,2005,before_2016,USA,chicken breast
PDT000044374.4,Heidelberg,PDS000211943.33,2005,before_2016,USA,chicken breast
PDT000044376.4,Kentucky,PDS000217831.57,2005,before_2016,USA,chicken breast
PDT000044377.4,Kentucky,PDS000260145.21,2005,before_2016,USA,chicken breast
PDT000044378.3,"4,12:r:-",PDS000211943.33,2005,before_2016,USA,ground turkey
PDT000044379.4,Kentucky,PDS000260145.21,2005,before_2016,USA,chicken breast
PDT000044380.4,Kentucky,PDS000260145.21,2005,before_2016,USA,chicken breast
PDT000044512.3,Hadar,PDS000114063.1,2003,before_2016,USA,ground turkey
PDT000044916.3,Saintpaul,PDS000032145.2,2003,before_2016,USA,ground turkey
PDT000045545.3,Saintpaul,PDS000032145.2,2003,before_2016,USA,chicken breast
PDT000045546.3,Saintpaul,PDS000032619.14,2003,before_2016,USA,chicken breast
PDT000045547.4,Enteritidis,PDS000032146.2,2003,before_2016,USA,chicken breast
PDT000045858.4,Heidelberg,PDS000211943.33,2003,before_2016,USA,chicken breast
PDT000045860.3,Saintpaul,PDS000032145.2,2003,before_2016,USA,ground turkey
PDT000045861.4,Heidelberg,PDS000211943.33,2003,before_2016,USA,chicken breast
PDT000045862.3,Hadar,PDS000158106.134,2003,before_2016,USA,chicken breast
PDT000045863.4,Kentucky,PDS000032535.13,2003,before_2016,USA,ground turkey
PDT000045864.4,Kentucky,PDS000032295.3,2003,before_2016,USA,chicken breast
PDT000045865.3,Berta,PDS000026549.1050,2003,before_2016,USA,chicken breast
PDT000045868.4,Enteritidis,PDS000254120.43,2003,before_2016,USA,ground turkey
PDT000045870.4,Kentucky,PDS000032535.13,2003,before_2016,USA,ground turkey
PDT000045872.3,Kentucky,PDS000032529.2,2003,before_2016,USA,chicken breast
PDT000045874.4,Enteritidis,PDS000002800.196,2003,before_2016,USA,chicken breast
PDT000045876.4,Heidelberg,PDS000211943.33,2003,before_2016,USA,chicken breast
PDT000045879.4,Kentucky,PDS000032144.2,2003,before_2016,USA,chicken breast
PDT000046525.4,Heidelberg,PDS000029759.23,2003,before_2016,USA,ground turkey
PDT000046535.3,Saintpaul,PDS000032619.14,2003,before_2016,USA,ground turkey
PDT000046536.3,Saintpaul,PDS000032619.14,2003,before_2016,USA,ground turkey
PDT000046544.3,Saintpaul,PDS000032619.14,2003,before_2016,USA,ground turkey
PDT000046545.4,Agona,PDS000032130.4,2003,before_2016,USA,ground turkey
PDT000047537.4,Kentucky,PDS000260145.21,2005,before_2016,USA,chicken breast
PDT000047538.3,Saintpaul,PDS000272319.1,2005,before_2016,USA,ground turkey
PDT000047539.4,Schwarzengrund,PDS000004036.160,2005,before_2016,USA,ground turkey
PDT000047543.4,Agona,PDS000032130.4,2003,before_2016,USA,ground turkey
PDT000047548.3,Anatum,PDS000004217.20,2005,before_2016,USA,ground turkey
PDT000047549.4,Brandenburg,PDS000026782.249,2005,before_2016,USA,ground turkey
PDT000047560.3,Hadar,PDS000158107.507,2005,before_2016,USA,ground turkey
PDT000047571.3,Saintpaul,PDS000032619.14,2003,before_2016,USA,ground turkey
PDT000047577.3,Bredeney,PDS000026671.14,2003,before_2016,USA,ground turkey
PDT000047578.3,Bredeney,PDS000031700.1,2005,before_2016,USA,ground turkey
PDT000047586.4,Senftenberg,PDS000002489.96,2003,before_2016,USA,ground turkey
PDT000047589.4,Kentucky,PDS000260145.21,2003,before_2016,USA,chicken breast
PDT000047592.4,Kentucky,PDS000217831.57,2003,before_2016,USA,chicken breast
PDT000047593.3,Saintpaul,PDS000032619.14,2003,before_2016,USA,ground turkey
PDT000047598.4,Agona,PDS000032130.4,2003,before_2016,USA,ground turkey
PDT000047599.4,Senftenberg,PDS000002489.96,2003,before_2016,USA,ground turkey
PDT000047600.3,Bredeney,PDS000026671.14,2003,before_2016,USA,ground turkey
PDT000047601.4,Enteritidis,PDS000030237.1756,2005,before_2016,USA,chicken breast
PDT000047602.4,Heidelberg,PDS000029759.23,2005,before_2016,USA,ground turkey
PDT000047604.4,Brandenburg,PDS000026782.249,2005,before_2016,USA,ground turkey
PDT000047605.3,Bredeney,PDS000060843.14,2005,before_2016,USA,chicken breast
PDT000047606.4,Enteritidis,PDS000030237.1756,2005,before_2016,USA,chicken breast
PDT000047607.4,Heidelberg,PDS000106159.105,2005,before_2016,USA,ground turkey
PDT000047610.3,Saintpaul,PDS000032619.14,2003,before_2016,USA,ground turkey
PDT000047611.3,"4,[5],12:i:-",PDS000031699.3,2005,before_2016,USA,chicken breast
PDT000048766.3,Heidelberg,PDS000106159.105,2003,before_2016,USA,ground turkey
PDT000048769.3,Heidelberg,PDS000106159.105,2003,before_2016,USA,ground turkey
PDT000048773.2,Mbandaka,PDS000233288.49,2003,before_2016,USA,chicken breast
PDT000048778.3,Heidelberg,PDS000106159.105,2003,before_2016,USA,ground turkey
PDT000048788.3,Heidelberg,PDS000106159.105,2003,before_2016,USA,ground turkey
PDT000048793.3,Senftenberg,PDS000032141.3,2003,before_2016,USA,ground turkey
PDT000049016.3,Heidelberg,PDS000029759.23,2003,before_2016,USA,ground turkey
PDT000049022.2,Hadar,PDS000158106.134,2003,before_2016,USA,ground turkey
PDT000049028.3,Enteritidis,PDS000246039.27,2003,before_2016,USA,chicken breast
PDT000049033.3,Heidelberg,PDS000029759.23,2003,before_2016,USA,ground turkey
PDT000049034.3,Montevideo,PDS000220816.178,2004,before_2016,USA,chicken breast
PDT000049037.2,Braenderup,PDS000032735.1192,2004,before_2016,USA,chicken breast
PDT000049043.2,Saintpaul,PDS000032619.14,2003,before_2016,USA,ground turkey
PDT000049044.2,Saintpaul,PDS000032619.14,2003,before_2016,USA,ground turkey
PDT000049047.3,Schwarzengrund,PDS000027525.135,2003,before_2016,USA,chicken breast
PDT000049048.3,Heidelberg,PDS000106159.105,2003,before_2016,USA,ground turkey
